1.802625290126465551e-01,-1.159704396477820483e-02,-2.699397945747164865e-02,-6.905665166024850185e-03,-7.037773889210198301e-03,-1.108580785585999359e-02,1.661213276309492790e-03,-1.274345270736994100e-02,-2.545277365243057630e-02,2.084506628532019346e-02,-1.089657270507511481e-02,1.446071286016202204e-02,-2.601074071153112576e-03,-9.512294352190520802e-03,-8.551085073132741118e-03,3.698873568314252520e-04,3.528819834058197387e-03,3.612166510690874126e-03,-7.709564691257824332e-04,-8.296795504531823259e-04,1.023199937245576315e-03,-7.816084437882105411e-04,2.046874722387874955e-03,-6.199824277510346130e-04,-1.578754657119383568e-03,-8.627262551771986733e-04,2.865111629580231311e-03,5.497814429818331274e-04,-5.258075214951704948e-04,3.013468430515151789e-03
1.918803141659088940e-01,-1.035726174791120821e-02,-4.616512061239905901e-02,-1.162926122750112916e-02,1.449535746783920526e-02,-1.010232278195852089e-02,-1.061387925138020626e-02,-6.358874191281753928e-03,1.145044813951070703e-02,3.347349316059353933e-03,-3.587560936949116871e-03,-2.266618712098602065e-03,-9.223042400076713818e-04,-7.062655675093942702e-03,-1.217524664741085304e-02,6.237350064428733194e-03,1.903333414196048770e-04,-2.321793987122949517e-04,2.314166519448213923e-03,1.623826007242074000e-03,-1.844826458990903376e-03,-6.613871888463576480e-04,-2.606321658537991918e-03,-3.582857186164001805e-04,1.982008890867976558e-03,1.834071023349900245e-04,-1.799459672220850162e-05,-4.194256722248127130e-03,7.403581676167292954e-04,-6.470777892818551768e-04
1.755253802629546667e-01,-1.149198046620720191e-02,-3.019192891648806235e-02,-7.994822377159356216e-03,-5.562345785752237370e-03,-1.484485799394584006e-02,3.655444820379968483e-04,-1.616472827959550621e-02,-2.925927030698544443e-02,2.883493217328656974e-02,-1.537995834851894547e-02,2.120846387831708604e-02,-5.169635015394243721e-03,-1.877478094798917460e-02,-2.192230641289459603e-02,4.890793242148906012e-03,7.738173375793138027e-03,8.634055437130664853e-03,2.017873210624496465e-03,-3.162177085997203672e-03,-5.882335165414136202e-03,-3.263914252973114383e-03,3.296008731562998016e-04,-8.095636190863167306e-05,-3.105831149826557389e-04,5.515733149003851452e-04,-2.598489650571654541e-03,3.898358471596246200e-03,-7.735825459388240765e-04,-6.016228482755737062e-04
1.759764989886688780e-01,-1.041393957104235629e-02,-4.066740959630159996e-02,-1.065245146059136915e-02,6.873517210217049492e-03,-1.525279660327552057e-02,-6.528066019411044724e-03,-1.280720756556490147e-02,-8.151766013105063435e-03,1.936562294325297126e-02,-1.171919132508926313e-02,1.225734880006185828e-02,-5.722379295108752199e-03,-1.879244622966614112e-02,-2.520925917700480093e-02,7.595833104587557984e-03,6.584719539131211191e-03,8.309958995243421631e-03,4.922047446532076646e-03,-1.385986477124695297e-03,-9.325862969953227846e-03,-3.839776777320981493e-03,-2.809973090323594856e-03,-4.795019795300474214e-04,2.926006899326528705e-03,1.003374650073432170e-03,-4.683431478767584658e-03,1.215639591070808529e-03,-2.039543067265885514e-04,-4.276629158626022581e-03
1.274615677847559247e-01,-8.983986716868379990e-03,-1.160678308384759973e-02,-3.641926394463297720e-03,-1.135667218258713980e-02,-1.197890466415849758e-02,6.271506871204331375e-03,-1.304279826992601858e-02,-3.499339424319350411e-02,2.727913911431158883e-02,-1.437144996949190658e-02,2.373607585438652218e-02,-7.495050803547974316e-03,-1.831376770784991226e-02,-1.975522405543098103e-02,3.354632100883432437e-03,1.077191574955113813e-02,1.071225508284796846e-02,4.858229895951252791e-03,-3.507054793819026472e-03,-8.597405684973599346e-03,-4.324323696370600649e-03,-1.239047327874896135e-03,6.824894320575019624e-04,2.845393270190966269e-03,8.884317610483787953e-04,-6.275363798271374298e-03,7.840348723625930466e-03,-6.081527633619188567e-04,-6.736479118147447633e-03
1.651475919611860854e-01,-1.170513933786127003e-02,-1.865677322323541776e-02,-4.854508462910966937e-03,-1.475204114499146374e-02,-1.197871319261248346e-02,6.055044173629218519e-03,-1.552873780442201763e-02,-4.122353816080875921e-02,3.052404268465660347e-02,-1.502853892089592823e-02,2.410356635410077636e-02,-3.092125564443451435e-03,-1.464089910925422261e-02,-1.401278935048342299e-02,1.072770906829987421e-03,6.962460111636240359e-03,6.518311216499136918e-03,-7.449648751966635998e-04,-3.439396398263883624e-03,-1.738156352624400849e-03,-2.128124335550587651e-03,2.466858486425840304e-03,7.280989486896924986e-04,-2.700804843462162319e-03,6.392093322089321622e-06,-1.611539732249131008e-04,4.985010310063958672e-03,-5.810748000765424527e-04,2.291092065755409145e-03
1.689160691959622762e-01,-9.765826461599935379e-03,-3.974572328120227344e-02,-1.034931668842751194e-02,8.729593038315544215e-03,-1.421091264581817414e-02,-7.234853123735059816e-03,-1.110867961873509072e-02,-3.456435351384546783e-03,1.617566076804279399e-02,-1.025768149459166736e-02,9.819669273852036154e-03,-5.773147173001600199e-03,-1.811559165206619998e-02,-2.520324031114817495e-02,8.266234905554210519e-03,6.573754750240373528e-03,8.701657451611595137e-03,5.894722423654755183e-03,-1.289292276795192928e-03,-1.124968202319191757e-02,-4.485604083407083997e-03,-3.991968490281844889e-03,-6.424995709381266804e-04,3.953587067281819599e-03,1.398136658570658638e-03,-6.926176716576031185e-03,1.476467574333852582e-03,-2.174359409796495406e-04,-6.594002268058175333e-03
1.481217041517620403e-01,-1.362289029482475176e-02,8.921739110795473202e-03,3.019880366166703255e-03,-3.207464640116050592e-02,-2.118374383825542655e-03,1.308929569816469525e-02,-9.564228685483735018e-03,-4.254626462622059652e-02,1.880473066014212366e-02,-5.096002640568943025e-03,1.295913278799931852e-02,3.486784423081101987e-03,4.240607538889180211e-03,1.154865732797999249e-02,-7.516928304197381672e-03,-5.215887653744569544e-03,-6.948106045857306567e-03,-6.069452220778232855e-03,-1.830946821473071386e-03,9.566486594760188061e-03,5.168513970636860397e-03,5.022023899512729518e-03,3.034946386986308621e-03,-3.653476952000957352e-03,-1.266684040657898398e-03,7.407162186674052205e-03,-2.212854245536062178e-03,7.713349095306019140e-04,7.182948454511351062e-03
1.731644979938448681e-01,-1.139037256138226289e-02,-2.962829495421068562e-02,-7.858512685252165564e-03,-5.850114176239559413e-03,-1.502221814607434223e-02,5.547134704914372322e-04,-1.642162690971346248e-02,-3.016166806655509389e-02,2.967114816523432064e-02,-1.577578723229249025e-02,2.202241929766479353e-02,-5.307086103811312766e-03,-1.959969429989185177e-02,-2.316441508685055176e-02,5.386823809487925260e-03,8.241468482549856034e-03,9.099103820772357076e-03,2.236829736729402385e-03,-3.401476392246348315e-03,-6.749744886465634634e-03,-3.548497458203200491e-03,5.270538747998752631e-05,6.243409958472382790e-06,-3.082478130996392052e-04,7.827648791897339571e-04,-3.491308857123377740e-03,4.224315769658413579e-03,-8.007928380881336548e-04,-9.963916246900658517e-04
1.679772684756204448e-01,-1.353259214847167199e-02,-3.333959565631456658e-03,6.338517421333782426e-05,-2.429263468597026021e-02,-3.932057628772332898e-03,9.557313141437602522e-03,-1.141998033347534428e-02,-3.710672331095322268e-02,1.777566623133461365e-02,-6.501043934649607461e-03,1.092449816554979906e-02,4.479059115728074338e-03,3.173592139017835691e-03,6.464724854007671689e-03,-2.607521058341442152e-03,-2.891193701216929375e-03,-4.558190688478942418e-03,-6.772928461087255290e-03,-7.220828366978225468e-04,7.282932461998536423e-03,2.857040886351667336e-03,4.752723187835048227e-03,4.520144030400822919e-05,-7.269180328338924711e-03,-9.126065056985530706e-04,4.819271430633940805e-03,-2.099723999229312528e-03,-4.436451687201160019e-04,8.523154492990526673e-03
